"","Part","Tarefa","num","Frase","Tamanho","Número","escala","Gênero","Idade","Nativo","Escolar"
"586",7955,"experiment","13","No quintal da casa caiu uns balões gigantes.","curta","plur",NA,"Masculino",43,"Sim","Ensino Superior completo ou cursando"
"587",7967,"experiment","16","Na pele da criança apareceu estranhamente uma mancha escura.","longa","sing","5","Masculino",43,"Sim","Ensino Superior completo ou cursando"
"588",7979,"experiment","11","No solo adubado germinou ontem à tarde umas sementes desconhecidas.","longa","plur","5","Masculino",43,"Sim","Ensino Superior completo ou cursando"
"589",7991,"experiment","26","Na bomba d’água surgiu um barulho esquisito.","curta","sing","4","Masculino",43,"Sim","Ensino Superior completo ou cursando"
"590",8003,"experiment","25","No hospital universitário existe uns equipamentos moderníssimos.","curta","plur","1","Masculino",43,"Sim","Ensino Superior completo ou cursando"
"591",8015,"experiment","24","No estábulo do sítio adoeceu devido ao frio uma vaca leiteira.","longa","sing","3","Masculino",43,"Sim","Ensino Superior completo ou cursando"
"592",8027,"experiment","12","Na praça central murchou rapidamente uma flor delicada.","longa","sing","3","Masculino",43,"Sim","Ensino Superior completo ou cursando"
"593",8060,"experiment","23","No vaso da varanda brotou uma planta desconhecida.","curta","sing","1","Masculino",27,"Sim","Ensino Superior completo ou cursando"
"594",8072,"experiment","18","Na cozinha do restaurante sumiu ontem à noite uns equipamentos caros.","longa","plur","5","Masculino",27,"Sim","Ensino Superior completo ou cursando"
"595",8084,"experiment","25","No hospital universitário existe no ambulatório um equipamento moderníssimo.","longa","sing","5","Masculino",27,"Sim","Ensino Superior completo ou cursando"
"596",8096,"experiment","13","No quintal da casa caiu abruptamente um balão gigante.","longa","sing","1","Masculino",27,"Sim","Ensino Superior completo ou cursando"
"597",8108,"experiment","26","Na bomba d'água surgiu abruptamente uns barulhos esquisitos.","longa","plur","2","Masculino",27,"Sim","Ensino Superior completo ou cursando"
"598",8120,"experiment","12","Na praça central murchou umas flores delicadas.","curta","plur","3","Masculino",27,"Sim","Ensino Superior completo ou cursando"
"599",8132,"experiment","20","Na secretaria da escola chegou umas encomendas inesperadas.","curta","plur","2","Masculino",27,"Sim","Ensino Superior completo ou cursando"
"600",8144,"experiment","19","Do estacionamento do prédio saiu um carro importado.","curta","sing","2","Masculino",27,"Sim","Ensino Superior completo ou cursando"
"601",8156,"experiment","17","No estádio olímpico ocorreu ontem à tarde uma competição fantástica.","longa","sing","5","Masculino",27,"Sim","Ensino Superior completo ou cursando"
"602",8168,"experiment","11","No solo adubado germinou uma semente desconhecida.","curta","sing","4","Masculino",27,"Sim","Ensino Superior completo ou cursando"
"603",8180,"experiment","24","No estábulo do sítio adoeceu umas vacas leiteiras.","curta","plur","4","Masculino",27,"Sim","Ensino Superior completo ou cursando"
"604",8192,"experiment","21","Na jardineira da janela floresceu durante a tarde uma rosa vermelha.","longa","sing","1","Masculino",27,"Sim","Ensino Superior completo ou cursando"
"605",8204,"experiment","22","No escritório da firma desapareceu sem explicação uns documentos sigilosos.","longa","plur","2","Masculino",27,"Sim","Ensino Superior completo ou cursando"
"606",8216,"experiment","16","Na pele da criança apareceu umas manchas escuras.","curta","plur","4","Masculino",27,"Sim","Ensino Superior completo ou cursando"
"607",8228,"experiment","15","No canteiro do jardim desabrochou uma azaleia belíssima.","curta","sing","3","Masculino",27,"Sim","Ensino Superior completo ou cursando"
"608",8240,"experiment","14","Na escola municipal aconteceu ontem de manhã umas reuniões pedagógicas.","longa","plur","4","Masculino",27,"Sim","Ensino Superior completo ou cursando"
"609",8277,"experiment","18","Na cozinha do restaurante sumiu ontem à noite uns equipamentos caros.","longa","plur","4","Feminino",65,"Sim","Pós-graduação"
"610",8289,"experiment","20","Na secretaria da escola chegou umas encomendas inesperadas.","curta","plur","3","Feminino",65,"Sim","Pós-graduação"
"611",8301,"experiment","24","No estábulo do sítio adoeceu umas vacas leiteiras.","curta","plur","2","Feminino",65,"Sim","Pós-graduação"
"612",8313,"experiment","26","Na bomba d'água surgiu abruptamente uns barulhos esquisitos.","longa","plur","3","Feminino",65,"Sim","Pós-graduação"
"613",8325,"experiment","11","No solo adubado germinou uma semente desconhecida.","curta","sing","5","Feminino",65,"Sim","Pós-graduação"
"614",8337,"experiment","16","Na pele da criança apareceu umas manchas escuras.","curta","plur","2","Feminino",65,"Sim","Pós-graduação"
"615",8349,"experiment","12","Na praça central murchou umas flores delicadas.","curta","plur","1","Feminino",65,"Sim","Pós-graduação"
"616",8361,"experiment","14","Na escola municipal aconteceu ontem de manhã umas reuniões pedagógicas.","longa","plur","1","Feminino",65,"Sim","Pós-graduação"
"617",8373,"experiment","21","Na jardineira da janela floresceu durante a tarde uma rosa vermelha.","longa","sing","2","Feminino",65,"Sim","Pós-graduação"
"618",8385,"experiment","23","No vaso da varanda brotou uma planta desconhecida.","curta","sing","5","Feminino",65,"Sim","Pós-graduação"
"619",8397,"experiment","25","No hospital universitário existe no ambulatório um equipamento moderníssimo.","longa","sing","3","Feminino",65,"Sim","Pós-graduação"
"620",8409,"experiment","15","No canteiro do jardim desabrochou uma azaleia belíssima.","curta","sing","5","Feminino",65,"Sim","Pós-graduação"
"621",8421,"experiment","22","No escritório da firma desapareceu sem explicação uns documentos sigilosos.","longa","plur","5","Feminino",65,"Sim","Pós-graduação"
"622",8433,"experiment","17","No estádio olímpico ocorreu ontem à tarde uma competição fantástica.","longa","sing","5","Feminino",65,"Sim","Pós-graduação"
"623",8445,"experiment","19","Do estacionamento do prédio saiu um carro importado.","curta","sing","4","Feminino",65,"Sim","Pós-graduação"
"624",8457,"experiment","13","No quintal da casa caiu abruptamente um balão gigante.","longa","sing","4","Feminino",65,"Sim","Pós-graduação"
"625",8494,"experiment","22","No escritório da firma desapareceu uns documentos sigilosos.","curta","plur","2","Masculino",37,"Sim","Ensino Superior completo ou cursando"
"626",8506,"experiment","18","Na cozinha do restaurante sumiu uns equipamentos caros.","curta","plur","3","Masculino",37,"Sim","Ensino Superior completo ou cursando"
"627",8518,"experiment","24","No estábulo do sítio adoeceu devido ao frio umas vacas leiteiras.","longa","plur",NA,"Masculino",37,"Sim","Ensino Superior completo ou cursando"
"628",8530,"experiment","17","No estádio olímpico ocorreu uma competição fantástica.","curta","sing","4","Masculino",37,"Sim","Ensino Superior completo ou cursando"
"629",8542,"experiment","26","Na bomba d’água surgiu uns barulhos esquisitos.","curta","plur","4","Masculino",37,"Sim","Ensino Superior completo ou cursando"
"630",8554,"experiment","21","Na jardineira da janela floresceu uma rosa vermelha.","curta","sing","4","Masculino",37,"Sim","Ensino Superior completo ou cursando"
"631",8566,"experiment","25","No hospital universitário existe um equipamento moderníssimo.","curta","sing","2","Masculino",37,"Sim","Ensino Superior completo ou cursando"
"632",8578,"experiment","12","Na praça central murchou rapidamente umas flores delicadas.","longa","plur","3","Masculino",37,"Sim","Ensino Superior completo ou cursando"
"633",8590,"experiment","11","No solo adubado germinou ontem à tarde uma semente desconhecida.","longa","sing","5","Masculino",37,"Sim","Ensino Superior completo ou cursando"
"634",8602,"experiment","15","No canteiro do jardim desabrochou repentinamente uma azaleia belíssima.","longa","sing","3","Masculino",37,"Sim","Ensino Superior completo ou cursando"
"635",8614,"experiment","13","No quintal da casa caiu um balão gigante.","curta","sing","5","Masculino",37,"Sim","Ensino Superior completo ou cursando"
"636",8626,"experiment","19","Do estacionamento do prédio saiu subitamente um carro importado.","longa","sing","4","Masculino",37,"Sim","Ensino Superior completo ou cursando"
"637",8638,"experiment","16","Na pele da criança apareceu estranhamente umas manchas escuras.","longa","plur","4","Masculino",37,"Sim","Ensino Superior completo ou cursando"
"638",8650,"experiment","20","Na secretaria da escola chegou ontem à noite umas encomendas inesperadas.","longa","plur","2","Masculino",37,"Sim","Ensino Superior completo ou cursando"
"639",8662,"experiment","23","No vaso da varanda brotou com muito vigor uma planta desconhecida.","longa","sing","4","Masculino",37,"Sim","Ensino Superior completo ou cursando"
"640",8674,"experiment","14","Na escola municipal aconteceu umas reuniões pedagógicas.","curta","plur","5","Masculino",37,"Sim","Ensino Superior completo ou cursando"
"641",8715,"experiment","19","Do estacionamento do prédio saiu subitamente uns carros importados.","longa","plur","2","Masculino",40,"Sim","Pós-graduação"
"642",8727,"experiment","25","No hospital universitário existe uns equipamentos moderníssimos.","curta","plur","1","Masculino",40,"Sim","Pós-graduação"
"643",8739,"experiment","11","No solo adubado germinou ontem à tarde umas sementes desconhecidas.","longa","plur","5","Masculino",40,"Sim","Pós-graduação"
"644",8751,"experiment","16","Na pele da criança apareceu estranhamente uma mancha escura.","longa","sing","5","Masculino",40,"Sim","Pós-graduação"
"645",8763,"experiment","14","Na escola municipal aconteceu uma reunião pedagógica.","curta","sing","5","Masculino",40,"Sim","Pós-graduação"
"646",8775,"experiment","22","No escritório da firma desapareceu um documento sigiloso.","curta","sing","5","Masculino",40,"Sim","Pós-graduação"
"647",8787,"experiment","17","No estádio olímpico ocorreu umas competições fantásticas.","curta","plur","1","Masculino",40,"Sim","Pós-graduação"
"648",8799,"experiment","23","No vaso da varanda brotou com muito vigor umas plantas desconhecidas.","longa","plur","1","Masculino",40,"Sim","Pós-graduação"
"649",8811,"experiment","13","No quintal da casa caiu uns balões gigantes.","curta","plur","1","Masculino",40,"Sim","Pós-graduação"
"650",8823,"experiment","21","Na jardineira da janela floresceu umas rosas vermelhas.","curta","plur","1","Masculino",40,"Sim","Pós-graduação"
"651",8835,"experiment","26","Na bomba d’água surgiu um barulho esquisito.","curta","sing","5","Masculino",40,"Sim","Pós-graduação"
"652",8847,"experiment","24","No estábulo do sítio adoeceu devido ao frio uma vaca leiteira.","longa","sing","5","Masculino",40,"Sim","Pós-graduação"
"653",8859,"experiment","15","No canteiro do jardim desabrochou repentinamente umas azaleias belíssimas.","longa","plur","1","Masculino",40,"Sim","Pós-graduação"
"654",8871,"experiment","12","Na praça central murchou rapidamente uma flor delicada.","longa","sing","5","Masculino",40,"Sim","Pós-graduação"
"655",8883,"experiment","18","Na cozinha do restaurante sumiu um equipamento caro.","curta","sing","5","Masculino",40,"Sim","Pós-graduação"
"656",8895,"experiment","20","Na secretaria da escola chegou ontem à noite uma encomenda inesperada.","longa","sing","5","Masculino",40,"Sim","Pós-graduação"
"657",8932,"experiment","12","Na praça central murchou umas flores delicadas.","curta","plur","4","Masculino",67,"Sim","Ensino Superior completo ou cursando"
"658",8944,"experiment","23","No vaso da varanda brotou uma planta desconhecida.","curta","sing","4","Masculino",67,"Sim","Ensino Superior completo ou cursando"
"659",8956,"experiment","14","Na escola municipal aconteceu ontem de manhã umas reuniões pedagógicas.","longa","plur","4","Masculino",67,"Sim","Ensino Superior completo ou cursando"
"660",8968,"experiment","19","Do estacionamento do prédio saiu um carro importado.","curta","sing","5","Masculino",67,"Sim","Ensino Superior completo ou cursando"
"661",8980,"experiment","20","Na secretaria da escola chegou umas encomendas inesperadas.","curta","plur","5","Masculino",67,"Sim","Ensino Superior completo ou cursando"
"662",8992,"experiment","17","No estádio olímpico ocorreu ontem à tarde uma competição fantástica.","longa","sing","5","Masculino",67,"Sim","Ensino Superior completo ou cursando"
"663",9004,"experiment","18","Na cozinha do restaurante sumiu ontem à noite uns equipamentos caros.","longa","plur","1","Masculino",67,"Sim","Ensino Superior completo ou cursando"
"664",9016,"experiment","13","No quintal da casa caiu abruptamente um balão gigante.","longa","sing",NA,"Masculino",67,"Sim","Ensino Superior completo ou cursando"
"665",9028,"experiment","26","Na bomba d'água surgiu abruptamente uns barulhos esquisitos.","longa","plur",NA,"Masculino",67,"Sim","Ensino Superior completo ou cursando"
"666",9040,"experiment","11","No solo adubado germinou uma semente desconhecida.","curta","sing","3","Masculino",67,"Sim","Ensino Superior completo ou cursando"
"667",9052,"experiment","16","Na pele da criança apareceu umas manchas escuras.","curta","plur",NA,"Masculino",67,"Sim","Ensino Superior completo ou cursando"
"668",9064,"experiment","24","No estábulo do sítio adoeceu umas vacas leiteiras.","curta","plur",NA,"Masculino",67,"Sim","Ensino Superior completo ou cursando"
"669",9076,"experiment","21","Na jardineira da janela floresceu durante a tarde uma rosa vermelha.","longa","sing",NA,"Masculino",67,"Sim","Ensino Superior completo ou cursando"
"670",9088,"experiment","25","No hospital universitário existe no ambulatório um equipamento moderníssimo.","longa","sing","5","Masculino",67,"Sim","Ensino Superior completo ou cursando"
"671",9100,"experiment","15","No canteiro do jardim desabrochou uma azaleia belíssima.","curta","sing",NA,"Masculino",67,"Sim","Ensino Superior completo ou cursando"
"672",9112,"experiment","22","No escritório da firma desapareceu sem explicação uns documentos sigilosos.","longa","plur","2","Masculino",67,"Sim","Ensino Superior completo ou cursando"
"673",9149,"experiment","26","Na bomba d'água surgiu abruptamente um barulho esquisito.","longa","sing","5","Masculino",54,"Sim","Pós-graduação"
"674",9161,"experiment","24","No estábulo do sítio adoeceu uma vaca leiteira.","curta","sing","5","Masculino",54,"Sim","Pós-graduação"
"675",9173,"experiment","14","Na escola municipal aconteceu ontem de manhã uma reunião pedagógica.","longa","sing","3","Masculino",54,"Sim","Pós-graduação"
"676",9185,"experiment","25","No hospital universitário existe no ambulatório uns equipamento moderníssimos.","longa","plur","3","Masculino",54,"Sim","Pós-graduação"
"677",9197,"experiment","17","No estádio olímpico ocorreu ontem à tarde umas competições fantásticas.","longa","plur","3","Masculino",54,"Sim","Pós-graduação"
"678",9209,"experiment","12","Na praça central murchou uma flor delicada.","curta","sing","5","Masculino",54,"Sim","Pós-graduação"
"679",9221,"experiment","21","Na jardineira da janela floresceu durante a tarde umas rosas vermelhas.","longa","plur","4","Masculino",54,"Sim","Pós-graduação"
"680",9233,"experiment","15","No canteiro do jardim desabrochou umas azaleias belíssimas.","curta","plur",NA,"Masculino",54,"Sim","Pós-graduação"
"681",9245,"experiment","18","Na cozinha do restaurante sumiu ontem à noite um equipamento caro.","longa","sing","3","Masculino",54,"Sim","Pós-graduação"
"682",9257,"experiment","23","No vaso da varanda brotou umas plantas desconhecidas.","curta","plur","1","Masculino",54,"Sim","Pós-graduação"
"683",9269,"experiment","11","No solo adubado germinou umas sementes desconhecidas.","curta","plur","2","Masculino",54,"Sim","Pós-graduação"
"684",9281,"experiment","20","Na secretaria da escola chegou uma encomenda inesperada.","curta","sing","4","Masculino",54,"Sim","Pós-graduação"
"685",9293,"experiment","19","Do estacionamento do prédio saiu uns carros importados.","curta","plur","1","Masculino",54,"Sim","Pós-graduação"
"686",9305,"experiment","16","Na pele da criança apareceu uma mancha escura.","curta","sing","5","Masculino",54,"Sim","Pós-graduação"
"687",9317,"experiment","22","No escritório da firma desapareceu sem explicação um documento sigiloso.","longa","sing","4","Masculino",54,"Sim","Pós-graduação"
"688",9329,"experiment","13","No quintal da casa caiu abruptamente uns balões gigantes.","longa","plur","1","Masculino",54,"Sim","Pós-graduação"
"689",9337,"experiment","26","Na bomba d’água surgiu uns barulhos esquisitos.","curta","plur","5","Feminino",46,"Sim","Ensino Médio completo"
"690",9349,"experiment","19","Do estacionamento do prédio saiu subitamente um carro importado.","longa","sing","5","Feminino",46,"Sim","Ensino Médio completo"
"691",9361,"experiment","15","No canteiro do jardim desabrochou repentinamente uma azaleia belíssima.","longa","sing","5","Feminino",46,"Sim","Ensino Médio completo"
"692",9373,"experiment","25","No hospital universitário existe um equipamento moderníssimo.","curta","sing","5","Feminino",46,"Sim","Ensino Médio completo"
"693",9410,"experiment","14","Na escola municipal aconteceu umas reuniões pedagógicas.","curta","plur","3","Feminino",46,"Sim","Ensino Médio completo"
"694",9422,"experiment","17","No estádio olímpico ocorreu uma competição fantástica.","curta","sing",NA,"Feminino",46,"Sim","Ensino Médio completo"
"695",9434,"experiment","24","No estábulo do sítio adoeceu devido ao frio umas vacas leiteiras.","longa","plur",NA,"Feminino",46,"Sim","Ensino Médio completo"
"696",9446,"experiment","21","Na jardineira da janela floresceu uma rosa vermelha.","curta","sing","5","Feminino",46,"Sim","Ensino Médio completo"
"697",9458,"experiment","20","Na secretaria da escola chegou ontem à noite umas encomendas inesperadas.","longa","plur",NA,"Feminino",46,"Sim","Ensino Médio completo"
"698",9470,"experiment","23","No vaso da varanda brotou com muito vigor uma planta desconhecida.","longa","sing","5","Feminino",46,"Sim","Ensino Médio completo"
"699",9482,"experiment","22","No escritório da firma desapareceu uns documentos sigilosos.","curta","plur","5","Feminino",46,"Sim","Ensino Médio completo"
"700",9494,"experiment","16","Na pele da criança apareceu estranhamente umas manchas escuras.","longa","plur",NA,"Feminino",46,"Sim","Ensino Médio completo"
"701",9506,"experiment","13","No quintal da casa caiu um balão gigante.","curta","sing","5","Feminino",46,"Sim","Ensino Médio completo"
"702",9518,"experiment","11","No solo adubado germinou ontem à tarde uma semente desconhecida.","longa","sing","5","Feminino",46,"Sim","Ensino Médio completo"
"703",9530,"experiment","18","Na cozinha do restaurante sumiu uns equipamentos caros.","curta","plur","5","Feminino",46,"Sim","Ensino Médio completo"
"704",9542,"experiment","12","Na praça central murchou rapidamente umas flores delicadas.","longa","plur","5","Feminino",46,"Sim","Ensino Médio completo"
"705",9579,"experiment","17","No estádio olímpico ocorreu umas competições fantásticas.","curta","plur","3","Feminino",47,"Sim","Pós-graduação"
"706",9591,"experiment","19","Do estacionamento do prédio saiu subitamente uns carros importados.","longa","plur","4","Feminino",47,"Sim","Pós-graduação"
"707",9603,"experiment","23","No vaso da varanda brotou com muito vigor umas plantas desconhecidas.","longa","plur","2","Feminino",47,"Sim","Pós-graduação"
"708",9615,"experiment","12","Na praça central murchou rapidamente uma flor delicada.","longa","sing","2","Feminino",47,"Sim","Pós-graduação"
"709",9627,"experiment","13","No quintal da casa caiu uns balões gigantes.","curta","plur","5","Feminino",47,"Sim","Pós-graduação"
"710",9639,"experiment","15","No canteiro do jardim desabrochou repentinamente umas azaleias belíssimas.","longa","plur","3","Feminino",47,"Sim","Pós-graduação"
"711",9651,"experiment","18","Na cozinha do restaurante sumiu um equipamento caro.","curta","sing","5","Feminino",47,"Sim","Pós-graduação"
"712",9663,"experiment","14","Na escola municipal aconteceu uma reunião pedagógica.","curta","sing","5","Feminino",47,"Sim","Pós-graduação"
"713",9675,"experiment","25","No hospital universitário existe uns equipamentos moderníssimos.","curta","plur","5","Feminino",47,"Sim","Pós-graduação"
"714",9687,"experiment","26","Na bomba d’água surgiu um barulho esquisito.","curta","sing","5","Feminino",47,"Sim","Pós-graduação"
"715",9699,"experiment","20","Na secretaria da escola chegou ontem à noite uma encomenda inesperada.","longa","sing","5","Feminino",47,"Sim","Pós-graduação"
"716",9711,"experiment","24","No estábulo do sítio adoeceu devido ao frio uma vaca leiteira.","longa","sing","1","Feminino",47,"Sim","Pós-graduação"
"717",9723,"experiment","11","No solo adubado germinou ontem à tarde umas sementes desconhecidas.","longa","plur","5","Feminino",47,"Sim","Pós-graduação"
"718",9735,"experiment","21","Na jardineira da janela floresceu umas rosas vermelhas.","curta","plur","5","Feminino",47,"Sim","Pós-graduação"
"719",9747,"experiment","16","Na pele da criança apareceu estranhamente uma mancha escura.","longa","sing","5","Feminino",47,"Sim","Pós-graduação"
"720",9759,"experiment","22","No escritório da firma desapareceu um documento sigiloso.","curta","sing","5","Feminino",47,"Sim","Pós-graduação"
